pincode,age_0_5,age_5_17,age_18_greater,new_date,state_clean,district_clean,month
732207,12,5,0,2025-10-24,West Bengal,Malda,10
732141,0,1,0,2025-10-24,West Bengal,,10
742101,3,0,0,2025-10-24,West Bengal,Murshidabad,10
742139,1,0,0,2025-10-24,West Bengal,Murshidabad,10
742149,6,1,0,2025-10-24,West Bengal,Murshidabad,10
742175,6,3,0,2025-10-24,West Bengal,Murshidabad,10
742188,0,1,0,2025-10-24,West Bengal,Murshidabad,10
742301,10,0,0,2025-10-24,West Bengal,Murshidabad,10
742306,14,2,0,2025-10-24,West Bengal,Murshidabad,10
742406,7,1,0,2025-10-24,West Bengal,Murshidabad,10
741103,0,5,0,2025-10-24,West Bengal,Nadia,10
741124,5,2,0,2025-10-24,West Bengal,Nadia,10
741126,3,0,1,2025-10-24,West Bengal,Nadia,10
741150,1,0,0,2025-10-24,West Bengal,Nadia,10
741154,6,0,0,2025-10-24,West Bengal,Nadia,10
741158,2,2,0,2025-10-24,West Bengal,Nadia,10
741202,1,0,0,2025-10-24,West Bengal,Nadia,10
741249,5,1,0,2025-10-24,West Bengal,Nadia,10
741255,1,0,0,2025-10-24,West Bengal,Nadia,10
741301,0,1,0,2025-10-24,West Bengal,Nadia,10
741317,2,1,0,2025-10-24,West Bengal,Nadia,10
741402,6,1,0,2025-10-24,West Bengal,Nadia,10
741505,1,0,0,2025-10-24,West Bengal,Nadia,10
743249,2,0,0,2025-10-24,West Bengal,Nadia,10
700028,2,0,0,2025-10-24,West Bengal,,10
700064,1,1,0,2025-10-24,West Bengal,,10
700110,3,0,0,2025-10-24,West Bengal,,10
700118,1,0,0,2025-10-24,West Bengal,,10
700121,3,1,0,2025-10-24,West Bengal,,10
700130,1,0,0,2025-10-24,West Bengal,,10
700136,1,2,0,2025-10-24,West Bengal,,10
743126,3,1,0,2025-10-24,West Bengal,,10
743133,1,1,0,2025-10-24,West Bengal,,10
743166,2,0,0,2025-10-24,West Bengal,,10
743221,2,0,0,2025-10-24,West Bengal,,10
743223,1,0,0,2025-10-24,West Bengal,,10
743263,3,4,0,2025-10-24,West Bengal,,10
743268,0,1,0,2025-10-24,West Bengal,,10
743271,3,0,0,2025-10-24,West Bengal,,10
743291,3,0,0,2025-10-24,West Bengal,,10
743401,6,0,0,2025-10-24,West Bengal,,10
743423,16,0,0,2025-10-24,West Bengal,,10
743424,6,2,0,2025-10-24,West Bengal,,10
743427,9,1,0,2025-10-24,West Bengal,,10
743446,6,2,0,2025-10-24,West Bengal,,10
743702,1,0,0,2025-10-24,West Bengal,,10
743710,2,0,0,2025-10-24,West Bengal,,10
743329,1,0,0,2025-10-24,West Bengal,North 24 Parganas,10
743442,1,0,0,2025-10-24,West Bengal,North 24 Parganas,10
713373,0,1,0,2025-10-24,West Bengal,Paschim Bardhaman,10
713406,1,0,0,2025-10-24,West Bengal,Paschim Bardhaman,10
721102,5,2,0,2025-10-24,West Bengal,Paschim Medinipur,10
721122,3,1,0,2025-10-24,West Bengal,Paschim Medinipur,10
721128,2,0,0,2025-10-24,West Bengal,Paschim Medinipur,10
721135,2,1,0,2025-10-24,West Bengal,Paschim Medinipur,10
721144,3,1,0,2025-10-24,West Bengal,Paschim Medinipur,10
721156,2,0,0,2025-10-24,West Bengal,Paschim Medinipur,10
721166,3,0,0,2025-10-24,West Bengal,Paschim Medinipur,10
721201,3,3,0,2025-10-24,West Bengal,Paschim Medinipur,10
721212,12,1,0,2025-10-24,West Bengal,Paschim Medinipur,10
721253,5,1,0,2025-10-24,West Bengal,Paschim Medinipur,10
721304,0,1,0,2025-10-24,West Bengal,Paschim Medinipur,10
721451,3,0,0,2025-10-24,West Bengal,Paschim Medinipur,10
721467,3,1,0,2025-10-24,West Bengal,Paschim Medinipur,10
721503,1,0,0,2025-10-24,West Bengal,Paschim Medinipur,10
721506,2,0,0,2025-10-24,West Bengal,Paschim Medinipur,10
721517,0,1,0,2025-10-24,West Bengal,Paschim Medinipur,10
713101,1,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
713125,1,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
713129,3,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
713405,2,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
713409,2,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
713424,1,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
721131,1,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721137,1,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721423,2,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721432,7,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721447,3,1,0,2025-10-24,West Bengal,Purba Medinipur,10
721454,3,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721456,2,1,0,2025-10-24,West Bengal,Purba Medinipur,10
721602,0,1,0,2025-10-24,West Bengal,Purba Medinipur,10
721625,1,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721628,4,1,0,2025-10-24,West Bengal,Purba Medinipur,10
721629,2,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721635,3,2,0,2025-10-24,West Bengal,Purba Medinipur,10
721636,5,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721641,1,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721645,2,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721647,1,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721654,3,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721656,2,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721659,9,0,0,2025-10-24,West Bengal,Purba Medinipur,10
723213,0,1,0,2025-10-24,West Bengal,Purulia,10
723101,2,1,0,2025-10-24,West Bengal,,10
723102,2,1,0,2025-10-24,West Bengal,,10
723126,5,0,0,2025-10-24,West Bengal,,10
723130,7,1,0,2025-10-24,West Bengal,,10
723153,1,2,0,2025-10-24,West Bengal,,10
700061,2,2,0,2025-10-24,West Bengal,,10
700084,1,0,0,2025-10-24,West Bengal,,10
700103,7,1,0,2025-10-24,West Bengal,,10
700104,5,2,0,2025-10-24,West Bengal,,10
700137,4,5,0,2025-10-24,West Bengal,,10
700141,2,1,0,2025-10-24,West Bengal,,10
743329,40,18,0,2025-10-24,West Bengal,,10
743331,2,0,0,2025-10-24,West Bengal,,10
743336,15,3,0,2025-10-24,West Bengal,,10
743349,18,1,0,2025-10-24,West Bengal,,10
743351,10,2,0,2025-10-24,West Bengal,,10
743375,18,3,0,2025-10-24,West Bengal,,10
743378,3,1,0,2025-10-24,West Bengal,,10
743502,28,2,0,2025-10-24,West Bengal,,10
743613,1,0,0,2025-10-24,West Bengal,,10
700103,2,0,0,2025-10-24,West Bengal,South 24 Parganas,10
700104,3,1,0,2025-10-24,West Bengal,South 24 Parganas,10
743312,4,0,0,2025-10-24,West Bengal,South 24 Parganas,10
743318,1,2,0,2025-10-24,West Bengal,South 24 Parganas,10
743349,2,2,0,2025-10-24,West Bengal,South 24 Parganas,10
733132,1,0,0,2025-10-24,West Bengal,Uttar Dinajpur,10
733157,2,0,0,2025-10-24,West Bengal,Uttar Dinajpur,10
733207,47,27,1,2025-10-24,West Bengal,Uttar Dinajpur,10
733211,3,2,0,2025-10-24,West Bengal,Uttar Dinajpur,10
721101,2,0,0,2025-10-24,West Bengal,,10
721102,1,1,0,2025-10-24,West Bengal,,10
721150,1,0,0,2025-10-24,West Bengal,,10
721305,3,0,0,2025-10-24,West Bengal,,10
721424,0,1,0,2025-10-24,West Bengal,,10
735213,1,0,0,2025-10-24,West Bengal,Alipurduar,10
736206,1,1,0,2025-10-24,West Bengal,Alipurduar,10
722132,1,1,0,2025-10-24,West Bengal,Bankura,10
722138,2,1,0,2025-10-24,West Bengal,Bankura,10
722141,7,1,0,2025-10-24,West Bengal,Bankura,10
722153,1,0,0,2025-10-24,West Bengal,Bankura,10
722155,0,1,0,2025-10-24,West Bengal,Bankura,10
722171,2,0,0,2025-10-24,West Bengal,Bankura,10
722173,0,2,0,2025-10-24,West Bengal,Bankura,10
722202,2,0,0,2025-10-24,West Bengal,Bankura,10
722203,2,0,0,2025-10-24,West Bengal,Bankura,10
713125,3,0,0,2025-10-24,West Bengal,,10
713126,1,0,0,2025-10-24,West Bengal,,10
713149,1,0,0,2025-10-24,West Bengal,,10
713150,1,1,0,2025-10-24,West Bengal,,10
713203,1,0,0,2025-10-24,West Bengal,,10
713217,0,1,0,2025-10-24,West Bengal,,10
713332,1,0,0,2025-10-24,West Bengal,,10
713333,2,0,0,2025-10-24,West Bengal,,10
713347,2,0,0,2025-10-24,West Bengal,,10
713373,1,0,0,2025-10-24,West Bengal,,10
713381,0,1,0,2025-10-24,West Bengal,,10
713385,0,1,0,2025-10-24,West Bengal,,10
713405,1,0,0,2025-10-24,West Bengal,,10
713424,3,1,0,2025-10-24,West Bengal,,10
713131,1,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
713407,2,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
713409,1,1,0,2025-10-24,West Bengal,Purba Bardhaman,10
713430,1,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
731101,2,0,0,2025-10-24,West Bengal,Birbhum,10
731103,1,0,0,2025-10-24,West Bengal,Birbhum,10
731127,1,2,0,2025-10-24,West Bengal,Birbhum,10
731130,1,0,0,2025-10-24,West Bengal,Birbhum,10
731204,2,0,0,2025-10-24,West Bengal,Birbhum,10
731214,4,0,0,2025-10-24,West Bengal,Birbhum,10
731234,9,0,0,2025-10-24,West Bengal,Birbhum,10
731237,5,2,0,2025-10-24,West Bengal,Birbhum,10
731238,12,0,0,2025-10-24,West Bengal,Birbhum,10
731240,2,0,0,2025-10-24,West Bengal,Birbhum,10
731243,6,1,0,2025-10-24,West Bengal,Birbhum,10
735122,4,0,0,2025-10-24,West Bengal,Cooch Behar,10
735303,1,1,0,2025-10-24,West Bengal,Cooch Behar,10
736121,2,2,0,2025-10-24,West Bengal,Cooch Behar,10
736134,1,0,0,2025-10-24,West Bengal,Cooch Behar,10
736135,6,5,1,2025-10-24,West Bengal,Cooch Behar,10
736156,3,2,0,2025-10-24,West Bengal,Cooch Behar,10
736165,1,2,0,2025-10-24,West Bengal,Cooch Behar,10
736168,3,2,1,2025-10-24,West Bengal,Cooch Behar,10
736179,1,0,0,2025-10-24,West Bengal,Cooch Behar,10
733102,1,0,0,2025-10-24,West Bengal,Dakshin Dinajpur,10
733121,4,0,1,2025-10-24,West Bengal,Dakshin Dinajpur,10
733132,9,1,0,2025-10-24,West Bengal,Dakshin Dinajpur,10
734009,1,0,0,2025-10-24,West Bengal,Darjeeling,10
734217,0,1,0,2025-10-24,West Bengal,Darjeeling,10
734203,1,0,0,2025-10-24,West Bengal,Darjeeling,10
734434,2,0,0,2025-10-24,West Bengal,Darjeeling,10
721401,2,0,0,2025-10-24,West Bengal,,10
721431,1,1,0,2025-10-24,West Bengal,,10
721432,0,1,0,2025-10-24,West Bengal,,10
721602,1,0,0,2025-10-24,West Bengal,,10
711102,0,2,0,2025-10-24,West Bengal,Howrah,10
711204,1,0,0,2025-10-24,West Bengal,Howrah,10
711309,0,3,0,2025-10-24,West Bengal,Howrah,10
711312,1,0,0,2025-10-24,West Bengal,Howrah,10
712101,3,0,0,2025-10-24,West Bengal,Hooghly,10
712103,1,0,0,2025-10-24,West Bengal,Hooghly,10
712135,0,1,0,2025-10-24,West Bengal,Hooghly,10
712139,1,1,0,2025-10-24,West Bengal,Hooghly,10
712149,10,3,0,2025-10-24,West Bengal,Hooghly,10
712222,2,2,0,2025-10-24,West Bengal,Hooghly,10
712223,1,1,0,2025-10-24,West Bengal,Hooghly,10
712250,9,1,0,2025-10-24,West Bengal,Hooghly,10
712306,3,1,0,2025-10-24,West Bengal,Hooghly,10
712311,2,1,0,2025-10-24,West Bengal,Hooghly,10
712409,1,1,0,2025-10-24,West Bengal,Hooghly,10
712512,0,3,0,2025-10-24,West Bengal,Hooghly,10
712614,5,1,0,2025-10-24,West Bengal,Hooghly,10
712705,1,1,0,2025-10-24,West Bengal,Hooghly,10
712708,1,0,0,2025-10-24,West Bengal,Hooghly,10
711102,0,1,0,2025-10-24,West Bengal,Howrah,10
711301,2,1,0,2025-10-24,West Bengal,Howrah,10
711314,7,0,0,2025-10-24,West Bengal,Howrah,10
711322,1,3,0,2025-10-24,West Bengal,Howrah,10
711413,1,0,0,2025-10-24,West Bengal,Howrah,10
734005,0,1,0,2025-10-24,West Bengal,Jalpaiguri,10
735213,0,1,0,2025-10-24,West Bengal,Jalpaiguri,10
735220,2,0,0,2025-10-24,West Bengal,Jalpaiguri,10
735222,0,1,0,2025-10-24,West Bengal,Jalpaiguri,10
735224,0,1,0,2025-10-24,West Bengal,Jalpaiguri,10
735305,0,2,0,2025-10-24,West Bengal,Jalpaiguri,10
735231,0,1,0,2025-10-24,West Bengal,Kalimpong,10
736166,1,1,0,2025-10-24,West Bengal,Cooch Behar,10
736168,2,0,0,2025-10-24,West Bengal,Cooch Behar,10
736207,0,1,0,2025-10-24,West Bengal,Cooch Behar,10
700004,1,0,0,2025-10-24,West Bengal,Kolkata,10
700005,1,0,0,2025-10-24,West Bengal,Kolkata,10
700006,2,1,0,2025-10-24,West Bengal,Kolkata,10
700023,5,5,0,2025-10-24,West Bengal,Kolkata,10
700024,2,0,0,2025-10-24,West Bengal,Kolkata,10
700034,0,1,0,2025-10-24,West Bengal,Kolkata,10
700044,1,2,0,2025-10-24,West Bengal,Kolkata,10
700046,2,1,0,2025-10-24,West Bengal,Kolkata,10
700047,0,1,0,2025-10-24,West Bengal,Kolkata,10
700066,0,2,0,2025-10-24,West Bengal,Kolkata,10
700092,2,0,0,2025-10-24,West Bengal,Kolkata,10
732103,2,0,0,2025-10-24,West Bengal,Malda,10
732123,8,2,0,2025-10-24,West Bengal,Malda,10
732124,7,0,0,2025-10-24,West Bengal,Malda,10
732127,2,4,0,2025-10-24,West Bengal,Malda,10
732128,5,2,0,2025-10-24,West Bengal,Malda,10
732205,1,1,0,2025-10-24,West Bengal,Malda,10
732208,1,1,0,2025-10-24,West Bengal,Malda,10
732101,0,1,0,2025-10-24,West Bengal,,10
731221,3,0,0,2025-10-24,West Bengal,Murshidabad,10
731234,2,0,0,2025-10-24,West Bengal,Murshidabad,10
742133,13,0,0,2025-10-24,West Bengal,Murshidabad,10
742135,23,2,0,2025-10-24,West Bengal,Murshidabad,10
742136,7,2,0,2025-10-24,West Bengal,Murshidabad,10
742138,4,1,0,2025-10-24,West Bengal,Murshidabad,10
742159,3,0,0,2025-10-24,West Bengal,Murshidabad,10
742161,6,0,0,2025-10-24,West Bengal,Murshidabad,10
742168,3,1,1,2025-10-24,West Bengal,Murshidabad,10
742176,1,0,0,2025-10-24,West Bengal,Murshidabad,10
742190,1,0,0,2025-10-24,West Bengal,Murshidabad,10
742212,3,0,0,2025-10-24,West Bengal,Murshidabad,10
742226,6,2,0,2025-10-24,West Bengal,Murshidabad,10
742302,10,2,0,2025-10-24,West Bengal,Murshidabad,10
742308,9,0,0,2025-10-24,West Bengal,Murshidabad,10
713130,1,0,0,2025-10-24,West Bengal,Nadia,10
741122,3,3,0,2025-10-24,West Bengal,Nadia,10
741127,0,1,0,2025-10-24,West Bengal,Nadia,10
741153,1,0,0,2025-10-24,West Bengal,Nadia,10
741155,2,0,0,2025-10-24,West Bengal,Nadia,10
741157,3,1,0,2025-10-24,West Bengal,Nadia,10
741162,2,0,0,2025-10-24,West Bengal,Nadia,10
741181,0,1,0,2025-10-24,West Bengal,Nadia,10
741235,3,1,0,2025-10-24,West Bengal,Nadia,10
741245,3,0,0,2025-10-24,West Bengal,Nadia,10
741404,3,0,0,2025-10-24,West Bengal,Nadia,10
742121,2,0,0,2025-10-24,West Bengal,Nadia,10
700048,1,0,0,2025-10-24,West Bengal,,10
700056,2,2,0,2025-10-24,West Bengal,,10
700074,1,1,0,2025-10-24,West Bengal,,10
700079,1,0,0,2025-10-24,West Bengal,,10
700102,1,0,0,2025-10-24,West Bengal,,10
700119,1,3,0,2025-10-24,West Bengal,,10
700120,1,0,0,2025-10-24,West Bengal,,10
700132,0,1,0,2025-10-24,West Bengal,,10
700135,3,1,0,2025-10-24,West Bengal,,10
700155,0,1,0,2025-10-24,West Bengal,,10
743125,1,0,0,2025-10-24,West Bengal,,10
743194,1,0,0,2025-10-24,West Bengal,,10
743262,2,0,0,2025-10-24,West Bengal,,10
743297,3,0,0,2025-10-24,West Bengal,,10
743437,4,0,0,2025-10-24,West Bengal,,10
743442,1,1,0,2025-10-24,West Bengal,,10
733129,1,0,0,2025-10-24,West Bengal,Uttar Dinajpur,10
733156,1,1,0,2025-10-24,West Bengal,Uttar Dinajpur,10
721121,1,0,0,2025-10-24,West Bengal,Paschim Medinipur,10
721131,1,0,0,2025-10-24,West Bengal,Paschim Medinipur,10
721133,0,2,0,2025-10-24,West Bengal,Paschim Medinipur,10
721140,5,1,0,2025-10-24,West Bengal,Paschim Medinipur,10
721146,3,1,0,2025-10-24,West Bengal,Paschim Medinipur,10
721149,5,1,0,2025-10-24,West Bengal,Paschim Medinipur,10
721258,2,2,0,2025-10-24,West Bengal,Paschim Medinipur,10
721305,2,0,0,2025-10-24,West Bengal,Paschim Medinipur,10
721424,2,0,0,2025-10-24,West Bengal,Paschim Medinipur,10
721426,4,2,0,2025-10-24,West Bengal,Paschim Medinipur,10
721457,4,0,0,2025-10-24,West Bengal,Paschim Medinipur,10
721516,4,1,0,2025-10-24,West Bengal,Paschim Medinipur,10
712149,1,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
713130,1,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
713426,1,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
713502,1,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
713512,2,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
721134,6,2,0,2025-10-24,West Bengal,Purba Medinipur,10
721139,1,2,0,2025-10-24,West Bengal,Purba Medinipur,10
721429,5,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721434,2,1,0,2025-10-24,West Bengal,Purba Medinipur,10
721435,1,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721440,1,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721650,4,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721658,2,0,0,2025-10-24,West Bengal,Purba Medinipur,10
721664,1,0,0,2025-10-24,West Bengal,Purba Medinipur,10
723101,2,0,0,2025-10-24,West Bengal,Purulia,10
723126,1,0,0,2025-10-24,West Bengal,Purulia,10
723132,0,1,0,2025-10-24,West Bengal,,10
723146,1,0,0,2025-10-24,West Bengal,,10
723151,1,1,0,2025-10-24,West Bengal,,10
723160,1,0,0,2025-10-24,West Bengal,,10
723162,0,1,0,2025-10-24,West Bengal,,10
723213,3,0,0,2025-10-24,West Bengal,,10
723214,1,0,0,2025-10-24,West Bengal,,10
700018,1,0,0,2025-10-24,West Bengal,,10
700066,4,3,0,2025-10-24,West Bengal,,10
700099,1,0,0,2025-10-24,West Bengal,,10
700139,1,2,0,2025-10-24,West Bengal,,10
700140,1,4,0,2025-10-24,West Bengal,,10
700147,1,0,0,2025-10-24,West Bengal,,10
743312,11,7,0,2025-10-24,West Bengal,,10
743348,4,0,0,2025-10-24,West Bengal,,10
743356,2,0,0,2025-10-24,West Bengal,,10
743363,3,3,0,2025-10-24,West Bengal,,10
743372,13,3,0,2025-10-24,West Bengal,,10
743399,10,8,0,2025-10-24,West Bengal,,10
743503,11,3,0,2025-10-24,West Bengal,,10
743513,3,2,0,2025-10-24,West Bengal,,10
700070,0,1,0,2025-10-24,West Bengal,South 24 Parganas,10
700082,1,0,0,2025-10-24,West Bengal,South 24 Parganas,10
743351,4,1,0,2025-10-24,West Bengal,South 24 Parganas,10
733129,8,3,0,2025-10-24,West Bengal,Uttar Dinajpur,10
733130,1,1,0,2025-10-24,West Bengal,Uttar Dinajpur,10
733216,4,3,0,2025-10-24,West Bengal,Uttar Dinajpur,10
721304,1,0,0,2025-10-24,West Bengal,,10
721467,1,1,0,2025-10-24,West Bengal,,10
721506,3,0,0,2025-10-24,West Bengal,,10
736208,4,1,0,2025-10-24,West Bengal,Alipurduar,10
722101,4,2,0,2025-10-24,West Bengal,Bankura,10
722133,2,1,0,2025-10-24,West Bengal,Bankura,10
722135,1,0,0,2025-10-24,West Bengal,Bankura,10
722139,3,0,0,2025-10-24,West Bengal,Bankura,10
722140,7,1,0,2025-10-24,West Bengal,Bankura,10
722156,2,0,0,2025-10-24,West Bengal,Bankura,10
722157,4,0,0,2025-10-24,West Bengal,Bankura,10
722168,1,1,0,2025-10-24,West Bengal,Bankura,10
713103,2,0,0,2025-10-24,West Bengal,,10
713122,3,0,0,2025-10-24,West Bengal,,10
713147,2,0,0,2025-10-24,West Bengal,,10
713156,1,0,0,2025-10-24,West Bengal,,10
713167,1,0,0,2025-10-24,West Bengal,,10
713334,1,0,0,2025-10-24,West Bengal,,10
713376,1,0,0,2025-10-24,West Bengal,,10
713406,2,0,0,2025-10-24,West Bengal,,10
713422,5,2,0,2025-10-24,West Bengal,,10
713501,1,0,0,2025-10-24,West Bengal,,10
713502,1,0,0,2025-10-24,West Bengal,,10
713513,6,0,0,2025-10-24,West Bengal,,10
713518,1,0,0,2025-10-24,West Bengal,,10
741316,1,0,0,2025-10-24,West Bengal,,10
713103,0,2,0,2025-10-24,West Bengal,Purba Bardhaman,10
713128,1,0,0,2025-10-24,West Bengal,Purba Bardhaman,10
713143,4,1,0,2025-10-24,West Bengal,Purba Bardhaman,10
713333,1,2,0,2025-10-24,West Bengal,Purba Bardhaman,10
731123,5,1,0,2025-10-24,West Bengal,Birbhum,10
731124,5,0,0,2025-10-24,West Bengal,Birbhum,10
731126,1,1,0,2025-10-24,West Bengal,Birbhum,10
731220,28,1,0,2025-10-24,West Bengal,Birbhum,10
731222,6,0,0,2025-10-24,West Bengal,Birbhum,10
731236,4,0,0,2025-10-24,West Bengal,Birbhum,10
731244,1,0,0,2025-10-24,West Bengal,Birbhum,10
735210,3,0,0,2025-10-24,West Bengal,Cooch Behar,10
736158,7,4,0,2025-10-24,West Bengal,Cooch Behar,10
736169,1,2,0,2025-10-24,West Bengal,Cooch Behar,10
733103,2,0,0,2025-10-24,West Bengal,Dakshin Dinajpur,10
733145,1,0,0,2025-10-24,West Bengal,Dakshin Dinajpur,10
734101,1,0,0,2025-10-24,West Bengal,Darjeeling,10
734427,1,0,0,2025-10-24,West Bengal,Darjeeling,10
734301,1,0,0,2025-10-24,West Bengal,Darjeeling,10
721427,2,0,0,2025-10-24,West Bengal,,10
721601,2,0,0,2025-10-24,West Bengal,,10
721631,3,0,0,2025-10-24,West Bengal,,10
721633,1,0,0,2025-10-24,West Bengal,,10
721647,1,0,0,2025-10-24,West Bengal,,10
721650,0,1,0,2025-10-24,West Bengal,,10
711106,1,0,0,2025-10-24,West Bengal,Howrah,10
711107,0,1,0,2025-10-24,West Bengal,Howrah,10
711205,0,1,0,2025-10-24,West Bengal,Howrah,10
711302,3,2,0,2025-10-24,West Bengal,Howrah,10
711306,1,0,0,2025-10-24,West Bengal,Howrah,10
711412,0,1,0,2025-10-24,West Bengal,Howrah,10
712121,1,0,0,2025-10-24,West Bengal,Hooghly,10
712122,1,0,0,2025-10-24,West Bengal,Hooghly,10
712123,1,1,0,2025-10-24,West Bengal,Hooghly,10
712134,1,0,0,2025-10-24,West Bengal,Hooghly,10
712234,2,2,0,2025-10-24,West Bengal,Hooghly,10
712302,2,0,0,2025-10-24,West Bengal,Hooghly,10
712401,4,1,0,2025-10-24,West Bengal,Hooghly,10
712407,1,0,0,2025-10-24,West Bengal,Hooghly,10
712413,3,3,0,2025-10-24,West Bengal,Hooghly,10
712415,1,2,0,2025-10-24,West Bengal,Hooghly,10
712417,4,0,0,2025-10-24,West Bengal,Hooghly,10
712419,1,0,0,2025-10-24,West Bengal,Hooghly,10
712602,7,0,0,2025-10-24,West Bengal,Hooghly,10
712617,1,0,0,2025-10-24,West Bengal,Hooghly,10
712707,1,0,0,2025-10-24,West Bengal,Hooghly,10
711103,0,1,0,2025-10-24,West Bengal,Howrah,10
711106,1,0,0,2025-10-24,West Bengal,Howrah,10
711204,1,0,0,2025-10-24,West Bengal,Howrah,10
711225,1,0,0,2025-10-24,West Bengal,Howrah,10
711227,3,0,0,2025-10-24,West Bengal,Howrah,10
711302,3,1,0,2025-10-24,West Bengal,Howrah,10
711303,17,3,0,2025-10-24,West Bengal,Howrah,10
711307,1,0,0,2025-10-24,West Bengal,Howrah,10
711315,15,3,0,2025-10-24,West Bengal,Howrah,10
711317,0,1,0,2025-10-24,West Bengal,Howrah,10
711403,3,2,0,2025-10-24,West Bengal,Howrah,10
711405,1,0,0,2025-10-24,West Bengal,Howrah,10
711410,3,1,0,2025-10-24,West Bengal,Howrah,10
712502,1,0,0,2025-10-24,West Bengal,Hooghly,10
734008,0,1,0,2025-10-24,West Bengal,Jalpaiguri,10
735133,1,0,0,2025-10-24,West Bengal,Jalpaiguri,10
735202,1,1,0,2025-10-24,West Bengal,Jalpaiguri,10
735208,0,1,0,2025-10-24,West Bengal,Jalpaiguri,10
735218,0,2,0,2025-10-24,West Bengal,Jalpaiguri,10
736182,1,0,0,2025-10-24,West Bengal,Jalpaiguri,10
736201,0,1,0,2025-10-24,West Bengal,Jalpaiguri,10
736203,1,0,0,2025-10-24,West Bengal,Jalpaiguri,10
736206,1,0,0,2025-10-24,West Bengal,Jalpaiguri,10
736208,5,3,0,2025-10-24,West Bengal,Jalpaiguri,10
721513,1,1,0,2025-10-24,West Bengal,Jhargram,10
736146,2,2,0,2025-10-24,West Bengal,Cooch Behar,10
736156,2,1,0,2025-10-24,West Bengal,Cooch Behar,10
700002,2,0,0,2025-10-24,West Bengal,Kolkata,10
700009,2,1,0,2025-10-24,West Bengal,Kolkata,10
700011,3,0,0,2025-10-24,West Bengal,Kolkata,10
700012,0,1,0,2025-10-24,West Bengal,Kolkata,10
700015,1,0,0,2025-10-24,West Bengal,Kolkata,10
700016,1,2,0,2025-10-24,West Bengal,Kolkata,10
700030,1,0,0,2025-10-24,West Bengal,Kolkata,10
700038,1,0,0,2025-10-24,West Bengal,Kolkata,10
700041,0,3,0,2025-10-24,West Bengal,Kolkata,10
700042,1,1,0,2025-10-24,West Bengal,Kolkata,10
700073,1,3,0,2025-10-24,West Bengal,Kolkata,10
700075,2,1,0,2025-10-24,West Bengal,Kolkata,10
700085,1,0,0,2025-10-24,West Bengal,Kolkata,10
700104,1,1,0,2025-10-24,West Bengal,Kolkata,10
732126,3,2,0,2025-10-24,West Bengal,Malda,10
732140,9,3,0,2025-10-24,West Bengal,Malda,10
732201,15,5,0,2025-10-24,West Bengal,Malda,10
732215,0,1,0,2025-10-24,West Bengal,Malda,10
732102,2,2,0,2025-10-24,West Bengal,,10
732210,2,1,0,2025-10-24,West Bengal,,10
741156,2,1,0,2025-10-24,West Bengal,Murshidabad,10
742104,4,0,0,2025-10-24,West Bengal,Murshidabad,10
742121,10,3,0,2025-10-24,West Bengal,Murshidabad,10
742123,8,3,0,2025-10-24,West Bengal,Murshidabad,10
742134,9,1,0,2025-10-24,West Bengal,Murshidabad,10
742140,3,2,0,2025-10-24,West Bengal,Murshidabad,10
742165,5,3,0,2025-10-24,West Bengal,Murshidabad,10
742166,10,4,0,2025-10-24,West Bengal,Murshidabad,10
742184,3,0,0,2025-10-24,West Bengal,Murshidabad,10
742189,5,2,0,2025-10-24,West Bengal,Murshidabad,10
742191,1,0,0,2025-10-24,West Bengal,Murshidabad,10
742223,18,0,0,2025-10-24,West Bengal,Murshidabad,10
742224,23,7,0,2025-10-24,West Bengal,Murshidabad,10
742225,3,1,0,2025-10-24,West Bengal,Murshidabad,10
